trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
155,False,"{'a': 0.1, 'e': 0.9705362221278037}",20,7,-42.79938863364334,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 0}",1
156,False,"{'a': 0.1, 'e': 0.9701567263741583}",20,0,-126.63445657093095,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
157,False,"{'a': 0.1, 'e': 0.9697748392816894}",25,0,-85.44526954413942,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
158,False,"{'a': 0.1, 'e': 0.96939056179171}",20,7,-32.440179148216785,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 0}",1
159,False,"{'a': 0.1, 'e': 0.9690038948514258}",25,15,-37.62046751495775,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
160,False,"{'a': 0.1, 'e': 0.9686148394139318}",20,0,-144.47257185215503,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
161,False,"{'a': 0.1, 'e': 0.9682233964382104}",20,0,-187.5366076956857,"{0: 7, 1: 3, 2: 6, 3: 2, 4: 2}",0
162,False,"{'a': 0.1, 'e': 0.9678295668891295}",20,0,-162.17188545512494,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
163,False,"{'a': 0.1, 'e': 0.9674333517374392}",25,0,-72.67316365424618,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
164,False,"{'a': 0.1, 'e': 0.96703475195977}",25,0,-161.56732965804972,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
165,False,"{'a': 0.1, 'e': 0.9666337685386303}",20,0,-110.54430974291338,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
166,False,"{'a': 0.1, 'e': 0.9662304024624038}",20,0,-90.76283881781502,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
167,False,"{'a': 0.1, 'e': 0.9658246547253476}",25,1,-62.565913652991185,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 0}",1
168,False,"{'a': 0.1, 'e': 0.965416526327589}",25,0,-126.96193587172152,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
169,False,"{'a': 0.1, 'e': 0.9650060182751234}",20,0,-56.02861042902905,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
170,False,"{'a': 0.1, 'e': 0.9645931315798121}",25,0,-175.59359780195408,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
171,False,"{'a': 0.1, 'e': 0.964177867259379}",20,0,-67.39559892434144,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
172,False,"{'a': 0.1, 'e': 0.9637602263374091}",30,0,-170.46130226778988,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 3}",0
173,False,"{'a': 0.1, 'e': 0.9633402098433452}",20,0,-199.36910078643558,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
174,False,"{'a': 0.1, 'e': 0.962917818812486}",30,0,-235.89975102269165,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
175,False,"{'a': 0.1, 'e': 0.9624930542859825}",20,0,-71.69393536512234,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
176,False,"{'a': 0.1, 'e': 0.962065917310837}",20,0,-100.218569227278,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
177,False,"{'a': 0.1, 'e': 0.961636408939899}",30,0,-140.86952656408567,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
178,False,"{'a': 0.1, 'e': 0.9612045302318634}",25,0,-164.7399803385877,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
179,False,"{'a': 0.1, 'e': 0.9607702822512679}",30,0,-140.06474995133732,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
180,False,"{'a': 0.1, 'e': 0.9603336660684902}",30,0,-237.4865829148793,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 4}",0
